"names","filter"
"rna.27",1
"rna.5",0.904749424603074
"rna.14",0.831192362198323
"rna.191",0.826326799071451
"rna.896",0.762272293494921
"rna.642",0.732541003224701
"rna.154",0.679104225846564
"rna.244",0.674515230996423
"rna.160",0.674323241273845
"rna.237",0.664745851486336
"rna.79",0.649953331448913
"rna.78",0.640039392413264
"rna.400",0.630598318508976
"rna.283",0.618144304748586
"rna.84",0.613715507202356
"rna.641",0.598376511885436
"rna.418",0.583408596119455
"rna.894",0.559305127717002
"rna.194",0.525370081562833
"rna.840",0.523139072996597
"rna.156",0.509801266393677
"rna.479",0.497223943927903
"rna.401",0.48179192343411
"rna.835",0.47155611728232
"rna.620",0.459957223741443
"rna.521",0.457526590563173
"rna.761",0.455916168004499
"rna.868",0.454435750332963
"rna.287",0.436263880691288
"rna.232",0.429699440394908
"rna.205",0.423527325958737
"rna.180",0.413787861308388
"rna.517",0.409513642890181
"rna.780",0.402369627396955
"rna.541",0.40167298076398
"rna.687",0.401644314349596
"rna.519",0.39683768377765
"rna.506",0.395990445703525
"rna.420",0.395453654603163
"rna.341",0.387445690605288
"rna.94",0.387208335897698
"rna.459",0.383354804296699
"rna.285",0.378394512182542
"rna.234",0.376272778353348
"rna.657",0.372985534324262
"rna.373",0.371953586006999
"rna.466",0.370072096223373
"rna.266",0.369424791999726
"rna.430",0.367448969971572
"rna.218",0.365763993303408
"rna.667",0.362482873681342
"rna.596",0.360699722072774
"rna.158",0.357940867059202
"rna.76",0.357500483875228
"rna.255",0.356942862882816
"rna.11",0.356319934795686
"rna.718",0.352920578728801
"rna.19",0.352593630947066
"rna.605",0.350122127060528
"rna.238",0.349934129798458
"rna.633",0.348131523851078
"rna.425",0.345198199701918
"rna.288",0.344775672014867
"rna.260",0.341588147420848
"rna.526",0.341320332945324
"rna.17",0.339852953692948
"rna.561",0.338905423607487
"rna.606",0.337855363269481
"rna.322",0.337695206773518
"rna.127",0.336700644107166
"rna.492",0.336391524674212
"rna.126",0.334366344971587
"rna.732",0.330746298392189
"rna.880",0.328403456876732
"rna.80",0.327637624621362
"rna.265",0.326856659123677
"rna.402",0.325964420390019
"rna.419",0.323629755450011
"rna.548",0.322859632115675
"rna.235",0.320997964958205
"rna.370",0.319692607847138
"rna.214",0.319155908017218
"rna.135",0.315002792715238
"rna.461",0.313352163944457
"rna.580",0.313244242013535
"rna.251",0.309149678041771
"rna.462",0.308344810332173
"rna.644",0.303161152375302
"rna.731",0.299905461963403
"rna.750",0.292836991175548
"rna.624",0.291174291092365
"rna.505",0.290795568055943
"rna.508",0.289140002962697
"rna.661",0.288055904856479
"rna.703",0.287770346857522
"rna.4",0.287528400251519
"rna.138",0.286248897610782
"rna.527",0.285842006976202
"rna.675",0.284971301486899
"rna.233",0.283681554351026
"rna.790",0.282931305458001
"rna.622",0.282301799768974
"rna.264",0.282179759038217
"rna.168",0.281694898947185
"rna.665",0.281477250711072
"rna.107",0.281448944950985
"rna.311",0.281448944950985
"rna.482",0.281448944950985
"rna.704",0.281171587385563
"rna.533",0.28099700571039
"rna.47",0.280531208957419
"rna.434",0.280170109647683
"rna.824",0.27703044049386
"rna.691",0.27371109920153
"rna.513",0.273605269524269
"rna.263",0.273373321702153
"rna.438",0.272298125530831
"rna.512",0.271537354645116
"rna.45",0.270516794229237
"rna.65",0.270191833460257
"rna.439",0.268501230143979
"rna.653",0.267265426159426
"rna.352",0.265424702454975
"rna.332",0.264786037687387
"rna.467",0.262118280588741
"rna.785",0.260911186597368
"rna.823",0.259822809880086
"rna.115",0.258524248193401
"rna.603",0.257462744660512
"rna.639",0.257395448255531
"rna.421",0.257142951400214
"rna.820",0.256879301937648
"rna.643",0.256618852266762
"rna.267",0.256524383957352
"rna.393",0.256334879036083
"rna.516",0.256031425232599
"rna.375",0.256027593517032
"rna.290",0.255949458116323
"rna.821",0.253542686524231
"rna.91",0.253439882645848
"rna.437",0.253431162066647
"rna.164",0.253308744137503
"rna.839",0.25270876506043
"rna.551",0.252707135761411
"rna.257",0.252644840733145
"rna.671",0.25195990691507
"rna.155",0.251841585157792
"rna.672",0.251741828212145
"rna.632",0.251680592101957
"rna.590",0.25164864210452
"rna.16",0.250735937630179
"rna.440",0.25044965887373
"rna.25",0.250437804508054
"rna.48",0.250233295260046
"rna.15",0.25003014001578
"rna.696",0.249764515917539
"rna.621",0.249749337184437
"rna.828",0.24965863247995
"rna.120",0.249364303853238
"rna.336",0.247850956734996
"rna.760",0.247558288186237
"rna.291",0.247411560349292
"rna.148",0.245657061635541
"rna.694",0.24561874843074
"rna.424",0.245107861688127
"rna.444",0.244318975635334
"rna.411",0.244249961914439
"rna.303",0.244234182448373
"rna.659",0.24410945407435
"rna.660",0.244109454074349
"rna.804",0.244049570716801
"rna.289",0.24197640079142
"rna.330",0.241800173653576
"rna.768",0.240459637868708
"rna.170",0.24026428995759
"rna.147",0.239937548538136
"rna.391",0.238419641851451
"rna.142",0.236841471065199
"rna.650",0.23669925004162
"rna.321",0.235807300181327
"rna.99",0.234705925419108
"rna.610",0.233288375413071
"rna.460",0.233186424152241
"rna.565",0.233136794904541
"rna.136",0.231992900082701
"rna.236",0.231755184136856
"rna.310",0.231666969511291
"rna.426",0.231255552252857
"rna.292",0.230803571950616
"rna.269",0.23013549235961
"rna.163",0.230056217805212
"rna.614",0.229688619636775
"rna.347",0.229264681021513
"rna.507",0.229256275403254
"rna.829",0.228711709502289
"rna.102",0.227874796527191
"rna.106",0.226506365227758
"rna.784",0.226506365227758
"rna.876",0.226506365227758
"rna.222",0.226360286930233
"rna.859",0.226004752669949
"rna.219",0.225682279790852
"rna.282",0.225406475610021
"rna.651",0.224999288855391
"rna.866",0.22466471563146
"rna.618",0.222932529760319
"rna.146",0.222918370841801
"rna.844",0.222216158998649
"rna.103",0.221975057888647
"rna.6",0.221925821557025
"rna.658",0.221660445106774
"rna.166",0.221355892634613
"rna.169",0.221117594167848
"rna.727",0.221076035365823
"rna.442",0.220449671781478
"rna.654",0.220099811408087
"rna.728",0.219591846901898
"rna.134",0.2192697108845
"rna.445",0.218526663851311
"rna.66",0.218443217009891
"rna.249",0.217942524921106
"rna.272",0.217863431211743
"rna.298",0.217616669238475
"rna.408",0.217444411935507
"rna.441",0.217359837708305
"rna.206",0.217274751198493
"rna.280",0.217143364737541
"rna.754",0.216949125696674
"rna.104",0.216821192135846
"rna.184",0.216627091306301
"rna.726",0.216138141108709
"rna.122",0.21605913734821
"rna.53",0.215165280170482
"rna.188",0.214969434102954
"rna.24",0.214962277498977
"rna.617",0.214899010072877
"rna.429",0.213807839899631
"rna.67",0.213527230758417
"rna.293",0.21329952488351
"rna.100",0.213214399655798
"rna.609",0.21310179101285
"rna.161",0.212960174434142
"rna.105",0.212587706120987
"rna.611",0.212555898618122
"rna.556",0.212417460922362
"rna.431",0.212266748734176
"rna.246",0.212113711062915
"rna.226",0.211761973498328
"rna.518",0.21169494695812
"rna.560",0.211449990681744
"rna.536",0.211071598551416
"rna.377",0.210937471732166
"rna.504",0.210545871030979
"rna.542",0.209622554045645
"rna.36",0.209537699293994
"rna.637",0.209295507193847
"rna.242",0.208774763732137
"rna.706",0.208636082423429
"rna.514",0.208194374089484
"rna.553",0.208074755608816
"rna.712",0.207857450793209
"rna.323",0.207406696899373
"rna.231",0.207038340810478
"rna.197",0.206330511445965
"rna.510",0.206212034440191
"rna.649",0.206018096434728
"rna.245",0.205995335025788
"rna.771",0.205719226355084
"rna.187",0.205560933994123
"rna.247",0.205338752251216
"rna.613",0.205230111092376
"rna.23",0.205158685853714
"rna.586",0.204847094901843
"rna.355",0.204562211004176
"rna.501",0.203935925749925
"rna.139",0.203499966147113
"rna.229",0.203262926877347
"rna.202",0.20325515718845
"rna.213",0.20293023278723
"rna.131",0.202929594212861
"rna.63",0.202805844151194
"rna.861",0.202659820375432
"rna.554",0.202564919741689
"rna.856",0.202478506161426
"rna.538",0.202463679205323
"rna.879",0.202375852133485
"rna.119",0.202272002472985
"rna.428",0.202185433069181
"rna.181",0.202085246718934
"rna.217",0.20190395403641
"rna.680",0.201467948094506
"rna.227",0.20142025339405
"rna.766",0.200894970836052
"rna.688",0.200707596705374
"rna.890",0.200587525762026
"rna.216",0.200238912419121
"rna.259",0.199937070077139
"rna.261",0.199831131884578
"rna.337",0.199383849220514
"rna.663",0.199220605431095
"rna.511",0.199061503767305
"rna.185",0.198957420382107
"rna.834",0.19895636506489
"rna.848",0.198844652406033
"rna.878",0.198811299049225
"rna.230",0.198750902097941
"rna.86",0.19833854369684
"rna.274",0.198256890088371
"rna.604",0.198089045775147
"rna.612",0.197871320620057
"rna.799",0.197482632847833
"rna.7",0.197427282735734
"rna.59",0.197252246384268
"rna.746",0.196976642716138
"rna.782",0.196853616990185
"rna.153",0.196355504634617
"rna.129",0.196299775951121
"rna.358",0.196142154640696
"rna.182",0.195740563717066
"rna.615",0.195628569938411
"rna.159",0.195622859602069
"rna.842",0.195439545204832
"rna.140",0.195439007323465
"rna.648",0.195386319194255
"rna.77",0.194761879512449
"rna.832",0.193879143609592
"rna.436",0.193862469379471
"rna.806",0.193186370393526
"rna.271",0.193108883827285
"rna.559",0.192479793908995
"rna.483",0.192399806846523
"rna.883",0.192180537552073
"rna.558",0.192162737649711
"rna.484",0.192162319989587
"rna.179",0.192047189553745
"rna.520",0.19176206649058
"rna.607",0.191574733458495
"rna.674",0.191528567286683
"rna.475",0.191478855754974
"rna.152",0.191464252341328
"rna.433",0.191377374528558
"rna.846",0.191133710845908
"rna.186",0.190929532375998
"rna.8",0.190926647451596
"rna.177",0.190903426070534
"rna.196",0.190514577355527
"rna.199",0.19035131322112
"rna.700",0.190183991147575
"rna.427",0.190127552952229
"rna.725",0.189231846161938
"rna.882",0.188860339837095
"rna.869",0.188728504040952
"rna.464",0.188723365262129
"rna.88",0.188698830081291
"rna.753",0.188327011796205
"rna.307",0.188093847963271
"rna.281",0.187936352975134
"rna.847",0.187818273078849
"rna.423",0.187640022035664
"rna.254",0.187511418534283
"rna.29",0.187409621879592
"rna.497",0.187391483632574
"rna.892",0.187037370150144
"rna.602",0.186962100778212
"rna.509",0.18680749576485
"rna.636",0.186799459660363
"rna.414",0.186778149780071
"rna.631",0.186194193303675
"rna.189",0.186125464485555
"rna.562",0.18554588940345
"rna.353",0.185248370952186
"rna.109",0.18510929685572
"rna.178",0.184869417302766
"rna.406",0.184652147773128
"rna.137",0.184223979383233
"rna.792",0.184152480722751
"rna.897",0.184047083094031
"rna.862",0.183961630131196
"rna.228",0.183891697095302
"rna.764",0.183437552032815
"rna.455",0.183345884870984
"rna.176",0.18321925115243
"rna.841",0.183038583829766
"rna.864",0.182789100069063
"rna.499",0.182699377046722
"rna.211",0.182222663227979
"rna.895",0.182041212506393
"rna.673",0.181889585235073
"rna.200",0.181767921522318
"rna.299",0.181553672920298
"rna.809",0.18154061230781
"rna.628",0.18152792088318
"rna.111",0.181472000724191
"rna.258",0.181358408894802
"rna.849",0.18114359582156
"rna.564",0.181131373521629
"rna.302",0.18065545436458
"rna.775",0.180165129156479
"rna.276",0.180157972103082
"rna.752",0.180048072017956
"rna.827",0.179883679840047
"rna.796",0.179839407398814
"rna.443",0.179833037977732
"rna.403",0.179774167506427
"rna.813",0.179413448099753
"rna.838",0.179284895056955
"rna.190",0.17888290079027
"rna.765",0.178662343142893
"rna.250",0.178622264313533
"rna.195",0.17859832426422
"rna.686",0.178457474693961
"rna.638",0.178443328153952
"rna.697",0.178317584459036
"rna.737",0.177781736079366
"rna.305",0.177605065438128
"rna.215",0.177019430770419
"rna.343",0.176977019690869
"rna.515",0.176824136111451
"rna.863",0.176722509424668
"rna.149",0.176666643242617
"rna.183",0.17635172020793
"rna.786",0.176076231818666
"rna.157",0.175207659058066
"rna.351",0.174633400263554
"rna.695",0.174630594760721
"rna.493",0.174612269523731
"rna.523",0.174313605387843
"rna.46",0.174085300376646
"rna.788",0.173936139482349
"rna.585",0.173785712652442
"rna.546",0.173725142069687
"rna.349",0.173642305920182
"rna.415",0.173385252070582
"rna.253",0.173112161999699
"rna.369",0.172823323522281
"rna.319",0.172796204753297
"rna.601",0.172689402702632
"rna.446",0.172470858439186
"rna.629",0.172277084840403
"rna.409",0.172271601831518
"rna.350",0.172203123388816
"rna.626",0.172001975311732
"rna.888",0.17192573683778
"rna.627",0.171839244676661
"rna.143",0.171830123652547
"rna.595",0.171703278030688
"rna.13",0.171629658599192
"rna.145",0.171577345691071
"rna.314",0.171563785504532
"rna.326",0.171563785504532
"rna.808",0.171563785504532
"rna.18",0.171563785504532
"rna.20",0.171563785504532
"rna.32",0.171563785504532
"rna.34",0.171563785504532
"rna.39",0.171563785504532
"rna.40",0.171563785504532
"rna.41",0.171563785504532
"rna.42",0.171563785504532
"rna.50",0.171563785504532
"rna.51",0.171563785504532
"rna.55",0.171563785504532
"rna.60",0.171563785504532
"rna.61",0.171563785504532
"rna.62",0.171563785504532
"rna.64",0.171563785504532
"rna.70",0.171563785504532
"rna.71",0.171563785504532
"rna.75",0.171563785504532
"rna.81",0.171563785504532
"rna.83",0.171563785504532
"rna.85",0.171563785504532
"rna.95",0.171563785504532
"rna.96",0.171563785504532
"rna.97",0.171563785504532
"rna.98",0.171563785504532
"rna.108",0.171563785504532
"rna.112",0.171563785504532
"rna.113",0.171563785504532
"rna.114",0.171563785504532
"rna.118",0.171563785504532
"rna.121",0.171563785504532
"rna.128",0.171563785504532
"rna.130",0.171563785504532
"rna.141",0.171563785504532
"rna.162",0.171563785504532
"rna.165",0.171563785504532
"rna.192",0.171563785504532
"rna.203",0.171563785504532
"rna.204",0.171563785504532
"rna.209",0.171563785504532
"rna.212",0.171563785504532
"rna.240",0.171563785504532
"rna.286",0.171563785504532
"rna.294",0.171563785504532
"rna.295",0.171563785504532
"rna.296",0.171563785504532
"rna.297",0.171563785504532
"rna.308",0.171563785504532
"rna.312",0.171563785504532
"rna.315",0.171563785504532
"rna.327",0.171563785504532
"rna.331",0.171563785504532
"rna.333",0.171563785504532
"rna.339",0.171563785504532
"rna.340",0.171563785504532
"rna.344",0.171563785504532
"rna.346",0.171563785504532
"rna.356",0.171563785504532
"rna.357",0.171563785504532
"rna.359",0.171563785504532
"rna.361",0.171563785504532
"rna.362",0.171563785504532
"rna.364",0.171563785504532
"rna.365",0.171563785504532
"rna.366",0.171563785504532
"rna.368",0.171563785504532
"rna.371",0.171563785504532
"rna.378",0.171563785504532
"rna.379",0.171563785504532
"rna.380",0.171563785504532
"rna.381",0.171563785504532
"rna.383",0.171563785504532
"rna.385",0.171563785504532
"rna.386",0.171563785504532
"rna.387",0.171563785504532
"rna.397",0.171563785504532
"rna.398",0.171563785504532
"rna.407",0.171563785504532
"rna.417",0.171563785504532
"rna.454",0.171563785504532
"rna.458",0.171563785504532
"rna.473",0.171563785504532
"rna.476",0.171563785504532
"rna.478",0.171563785504532
"rna.480",0.171563785504532
"rna.481",0.171563785504532
"rna.488",0.171563785504532
"rna.490",0.171563785504532
"rna.495",0.171563785504532
"rna.496",0.171563785504532
"rna.500",0.171563785504532
"rna.522",0.171563785504532
"rna.530",0.171563785504532
"rna.532",0.171563785504532
"rna.537",0.171563785504532
"rna.540",0.171563785504532
"rna.545",0.171563785504532
"rna.547",0.171563785504532
"rna.550",0.171563785504532
"rna.563",0.171563785504532
"rna.568",0.171563785504532
"rna.569",0.171563785504532
"rna.570",0.171563785504532
"rna.571",0.171563785504532
"rna.572",0.171563785504532
"rna.573",0.171563785504532
"rna.574",0.171563785504532
"rna.575",0.171563785504532
"rna.576",0.171563785504532
