"names","filter"
"rna.594",1
"rna.833",0.964901934671933
"rna.533",0.945692839524197
"rna.401",0.91025382169334
"rna.830",0.908932588733272
"rna.596",0.9078073598301
"rna.257",0.9054661808829
"rna.254",0.904661934799288
"rna.214",0.818568073256986
"rna.222",0.811075207005335
"rna.165",0.791691052537421
"rna.146",0.773998904307425
"rna.148",0.772951509799939
"rna.140",0.760256266589972
"rna.793",0.754629260921788
"rna.172",0.741231970963402
"rna.175",0.732957453784291
"rna.846",0.729353206226386
"rna.831",0.725391296100481
"rna.211",0.721538226627703
"rna.17",0.713193791974875
"rna.535",0.69047932306596
"rna.126",0.683804060438154
"rna.155",0.658712610779998
"rna.796",0.655263634218887
"rna.127",0.65302376332426
"rna.278",0.651693965264758
"rna.16",0.646306844045343
"rna.430",0.641869650974786
"rna.8",0.639441796635856
"rna.137",0.635872434950843
"rna.756",0.632356379236323
"rna.781",0.630366571679176
"rna.477",0.611436829194012
"rna.436",0.609883473402552
"rna.153",0.586497132614376
"rna.590",0.585302272267754
"rna.377",0.565441532567706
"rna.722",0.552549313843122
"rna.22",0.552456998247553
"rna.138",0.546780464566176
"rna.121",0.546206289991043
"rna.577",0.544998911729525
"rna.244",0.538804686831499
"rna.224",0.537290716551012
"rna.161",0.536948680963993
"rna.187",0.534465874482335
"rna.2",0.533684008071836
"rna.203",0.533155192770385
"rna.21",0.528940291907903
"rna.210",0.526561892657883
"rna.462",0.526538974801113
"rna.277",0.519998523070962
"rna.283",0.517088618906796
"rna.265",0.51474009285157
"rna.753",0.511956423030108
"rna.808",0.511358910462318
"rna.154",0.510032147157589
"rna.9",0.509643042125511
"rna.361",0.509389778805017
"rna.485",0.506976998930391
"rna.811",0.506745334745727
"rna.745",0.505111874528744
"rna.373",0.504638405328826
"rna.84",0.504181494518387
"rna.388",0.50231338599902
"rna.280",0.501194063405653
"rna.230",0.500854499835029
"rna.197",0.499192470465276
"rna.584",0.497378783493612
"rna.56",0.487350246378391
"rna.392",0.482456664245368
"rna.226",0.476510287969405
"rna.162",0.471900191638263
"rna.725",0.470175685628319
"rna.87",0.465220424158692
"rna.181",0.46434019815588
"rna.474",0.463898292808029
"rna.411",0.458681038912175
"rna.748",0.458219622867063
"rna.672",0.457061790613074
"rna.659",0.456748678927374
"rna.209",0.456154550728088
"rna.263",0.454365355042683
"rna.253",0.451448066575342
"rna.4",0.449841981346581
"rna.6",0.443946654294604
"rna.151",0.442908033644013
"rna.427",0.442872828861934
"rna.240",0.44277384441566
"rna.268",0.442658792584927
"rna.160",0.442083915172174
"rna.365",0.437222495112678
"rna.223",0.433284927689756
"rna.598",0.433187653437578
"rna.595",0.43200897686828
"rna.3",0.431132484669795
"rna.393",0.429509794163963
"rna.85",0.42868148561452
"rna.558",0.427442240764056
"rna.585",0.426972561819769
"rna.105",0.422926172334584
"rna.1",0.422144476543263
"rna.774",0.420538195427666
"rna.18",0.420529301904551
"rna.194",0.416931429628729
"rna.415",0.416514227681344
"rna.786",0.416315374203732
"rna.259",0.412711974535538
"rna.204",0.412244536884605
"rna.143",0.410367559685
"rna.252",0.407156061443451
"rna.819",0.406127133203455
"rna.447",0.402219840809642
"rna.609",0.402219840809642
"rna.826",0.402219840809642
"rna.66",0.402206666038894
"rna.700",0.402201836969245
"rna.578",0.402141370367245
"rna.130",0.401955204751706
"rna.115",0.401685116188357
"rna.398",0.401343926914632
"rna.149",0.400907934958063
"rna.113",0.400672016076606
"rna.95",0.400610051576421
"rna.572",0.400584678579618
"rna.262",0.399895662109966
"rna.260",0.39949465849931
"rna.79",0.397459477251989
"rna.65",0.396710477841549
"rna.583",0.396169744577158
"rna.202",0.394612303655084
"rna.608",0.394214924663699
"rna.245",0.393502090133439
"rna.483",0.393497859935325
"rna.445",0.393280640996419
"rna.824",0.392215571042849
"rna.270",0.391574176975459
"rna.482",0.391574176975459
"rna.215",0.391492177937257
"rna.817",0.391172061001361
"rna.59",0.390922785157883
"rna.198",0.390369238944254
"rna.116",0.390124028761339
"rna.11",0.38880833614786
"rna.671",0.387795734541276
"rna.145",0.387668682958442
"rna.486",0.387548234655409
"rna.573",0.387548234655409
"rna.743",0.38580672355745
"rna.218",0.384974662895637
"rna.166",0.384463234420771
"rna.434",0.381661353967741
"rna.10",0.381661093533617
"rna.78",0.381443391197942
"rna.69",0.378112224173234
"rna.588",0.377641381115854
"rna.7",0.37753973337815
"rna.178",0.375881708639493
"rna.261",0.37578869524384
"rna.110",0.372278886612354
"rna.561",0.370655483896699
"rna.297",0.36953059224495
"rna.839",0.368111796626358
"rna.582",0.366846189958568
"rna.25",0.362722307022585
"rna.298",0.361515361964799
"rna.591",0.36128871899093
"rna.825",0.358394798485434
"rna.196",0.350611576379966
"rna.790",0.349888922810533
"rna.12",0.349131982126177
"rna.20",0.349131982126177
"rna.26",0.349131982126177
"rna.27",0.349131982126177
"rna.39",0.349131982126177
"rna.41",0.349131982126177
"rna.55",0.349131982126177
"rna.75",0.349131982126177
"rna.89",0.349131982126177
"rna.103",0.349131982126177
"rna.106",0.349131982126177
"rna.109",0.349131982126177
"rna.111",0.349131982126177
"rna.120",0.349131982126177
"rna.124",0.349131982126177
"rna.129",0.349131982126177
"rna.133",0.349131982126177
"rna.169",0.349131982126177
"rna.170",0.349131982126177
"rna.176",0.349131982126177
"rna.180",0.349131982126177
"rna.182",0.349131982126177
"rna.190",0.349131982126177
"rna.208",0.349131982126177
"rna.251",0.349131982126177
"rna.266",0.349131982126177
"rna.281",0.349131982126177
"rna.282",0.349131982126177
"rna.284",0.349131982126177
"rna.295",0.349131982126177
"rna.301",0.349131982126177
"rna.316",0.349131982126177
"rna.332",0.349131982126177
"rna.366",0.349131982126177
"rna.381",0.349131982126177
"rna.386",0.349131982126177
"rna.395",0.349131982126177
"rna.402",0.349131982126177
"rna.410",0.349131982126177
"rna.429",0.349131982126177
"rna.431",0.349131982126177
"rna.432",0.349131982126177
"rna.472",0.349131982126177
"rna.476",0.349131982126177
"rna.490",0.349131982126177
"rna.507",0.349131982126177
"rna.511",0.349131982126177
"rna.523",0.349131982126177
"rna.524",0.349131982126177
"rna.527",0.349131982126177
"rna.530",0.349131982126177
"rna.532",0.349131982126177
"rna.534",0.349131982126177
"rna.568",0.349131982126177
"rna.574",0.349131982126177
"rna.575",0.349131982126177
"rna.581",0.349131982126177
"rna.589",0.349131982126177
"rna.597",0.349131982126177
"rna.600",0.349131982126177
"rna.618",0.349131982126177
"rna.624",0.349131982126177
"rna.628",0.349131982126177
"rna.679",0.349131982126177
"rna.681",0.349131982126177
"rna.705",0.349131982126177
"rna.708",0.349131982126177
"rna.714",0.349131982126177
"rna.716",0.349131982126177
"rna.718",0.349131982126177
"rna.752",0.349131982126177
"rna.754",0.349131982126177
"rna.769",0.349131982126177
"rna.776",0.349131982126177
"rna.788",0.349131982126177
"rna.792",0.349131982126177
"rna.810",0.349131982126177
"rna.815",0.349131982126177
"rna.818",0.349131982126177
"rna.821",0.349131982126177
"rna.823",0.349131982126177
"rna.827",0.349131982126177
"rna.840",0.349131982126177
"rna.849",0.349131982126177
"rna.711",0.347794416119989
"rna.799",0.341985380302979
"rna.717",0.338253138833737
"rna.416",0.33744741182693
"rna.772",0.334931012602683
"rna.234",0.328496885616816
"rna.117",0.322680798605991
"rna.409",0.321563518049841
"rna.755",0.318937621670693
"rna.179",0.312403185407321
"rna.212",0.308919859908493
"rna.800",0.307390238361433
"rna.119",0.303653921881789
"rna.379",0.30352388522317
"rna.45",0.303366048180548
"rna.132",0.300895620654995
"rna.603",0.299372101266423
"rna.487",0.295149710497684
"rna.238",0.288582177884876
"rna.42",0.28789492523019
"rna.412",0.286678128315091
"rna.837",0.285988697290019
"rna.82",0.285788668822864
"rna.233",0.285543053932265
"rna.389",0.283230564975733
"rna.102",0.27848005325785
"rna.570",0.27848005325785
"rna.773",0.274992079817801
"rna.565",0.272836460782411
"rna.488",0.269398828270168
"rna.24",0.269086106527693
"rna.289",0.268525145782495
"rna.213",0.267592908205276
"rna.579",0.262464758568798
"rna.531",0.262076840707242
"rna.68",0.261274318694464
"rna.372",0.259819923040279
"rna.216",0.259445973590205
"rna.31",0.257938160610238
"rna.422",0.257759047359122
"rna.848",0.246229832859573
"rna.480",0.240800116832879
"rna.267",0.235263891806672
"rna.394",0.234080910759674
"rna.529",0.233735240850002
"rna.715",0.231144265729337
"rna.306",0.230868459522684
"rna.152",0.230505740674335
"rna.453",0.229723985275215
"rna.63",0.228616577801758
"rna.159",0.228429529244327
"rna.674",0.226432165009515
"rna.466",0.225914113781818
"rna.241",0.224271050154836
"rna.791",0.223942033566309
"rna.742",0.223875912620138
"rna.814",0.223688216934875
"rna.601",0.223631829518149
"rna.5",0.221404175490934
"rna.15",0.221404175490934
"rna.23",0.221404175490934
"rna.28",0.221404175490934
"rna.29",0.221404175490934
"rna.30",0.221404175490934
"rna.33",0.221404175490934
"rna.34",0.221404175490934
"rna.35",0.221404175490934
"rna.37",0.221404175490934
"rna.38",0.221404175490934
"rna.40",0.221404175490934
"rna.43",0.221404175490934
"rna.44",0.221404175490934
"rna.46",0.221404175490934
"rna.47",0.221404175490934
"rna.49",0.221404175490934
"rna.50",0.221404175490934
"rna.51",0.221404175490934
"rna.52",0.221404175490934
"rna.54",0.221404175490934
"rna.57",0.221404175490934
"rna.58",0.221404175490934
"rna.60",0.221404175490934
"rna.61",0.221404175490934
"rna.64",0.221404175490934
"rna.70",0.221404175490934
"rna.71",0.221404175490934
"rna.72",0.221404175490934
"rna.73",0.221404175490934
"rna.74",0.221404175490934
"rna.76",0.221404175490934
"rna.77",0.221404175490934
"rna.81",0.221404175490934
"rna.83",0.221404175490934
"rna.86",0.221404175490934
"rna.88",0.221404175490934
"rna.90",0.221404175490934
"rna.91",0.221404175490934
"rna.92",0.221404175490934
"rna.93",0.221404175490934
"rna.94",0.221404175490934
"rna.96",0.221404175490934
"rna.97",0.221404175490934
"rna.98",0.221404175490934
"rna.99",0.221404175490934
"rna.101",0.221404175490934
"rna.104",0.221404175490934
"rna.108",0.221404175490934
"rna.112",0.221404175490934
"rna.114",0.221404175490934
"rna.118",0.221404175490934
"rna.122",0.221404175490934
"rna.123",0.221404175490934
"rna.125",0.221404175490934
"rna.128",0.221404175490934
"rna.134",0.221404175490934
"rna.135",0.221404175490934
"rna.136",0.221404175490934
"rna.139",0.221404175490934
"rna.141",0.221404175490934
"rna.142",0.221404175490934
"rna.144",0.221404175490934
"rna.156",0.221404175490934
"rna.157",0.221404175490934
"rna.158",0.221404175490934
"rna.163",0.221404175490934
"rna.167",0.221404175490934
"rna.171",0.221404175490934
"rna.173",0.221404175490934
"rna.174",0.221404175490934
"rna.177",0.221404175490934
"rna.184",0.221404175490934
"rna.185",0.221404175490934
"rna.186",0.221404175490934
"rna.191",0.221404175490934
"rna.192",0.221404175490934
"rna.193",0.221404175490934
"rna.201",0.221404175490934
"rna.207",0.221404175490934
"rna.220",0.221404175490934
"rna.225",0.221404175490934
"rna.228",0.221404175490934
"rna.229",0.221404175490934
"rna.231",0.221404175490934
"rna.232",0.221404175490934
"rna.235",0.221404175490934
"rna.237",0.221404175490934
"rna.239",0.221404175490934
"rna.242",0.221404175490934
