"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","Class"
"-2.207112519"," 2.0485810400"," 0.0337199190"," 0.814982948"," 1.836685409"," 1.803618508"," 0.521397957","-0.5430473179"," 0.0457594794"," 0.10654966744"," 0.7473206268"," 0.1436546467"," 0.1500497232","-0.18846761020"," 0.4571847515"," 0.102290827"," 0.0085389346","-0.5059904022"," 0.1892647041"," 0.0429700646"," 0.03482103724"," 0.06117584555"," 0.03655692734"," 9.5550441e-05","normal"
"-3.358356438","-0.0025786427"," 1.9945817448"," 0.185846875","-0.640833775","-0.450837053","-0.023539396"," 0.7571443597","-0.2258982397"," 0.00655020516","-0.1224186146"," 0.1676768241","-0.0122004102"," 0.24366336616","-0.0336040766"," 0.360483841"," 0.1475311764","-0.0961619169"," 0.0415960882","-0.0016757648"," 0.03082051372"," 0.09023347242","-0.11091900242"," 3.5022056e-03","normal"
"-2.190716978","-1.6576772541","-2.3191349563"," 0.524206371"," 0.323433417","-0.012249976"," 0.261819609","-0.0655568100","-0.2051298312","-0.12085460262","-0.3237302139"," 0.1241692490"," 0.3521448250","-0.08619511703","-0.2584600896"," 0.164785626","-0.0926336948"," 0.1369309011"," 0.0396748623","-0.1500556041","-0.12862023860","-0.06002499630","-0.09781873371"," 4.6439777e-03","normal"
"-3.370797688"," 0.4295363703","-0.5201545525"," 1.034509848","-0.453520139","-0.474194032","-0.854065295"," 0.6235125482","-0.3374907641","-0.26114864523","-0.0430207908","-0.3532320376","-0.2999229190","-0.13306811533","-0.6237083529"," 0.186165335"," 0.1370809793"," 0.1019649180","-0.1762639238","-0.3014003832"," 0.12514289969","-0.11940299776","-0.02375828999","-7.9992472e-03","normal"
"-0.884312963","-2.5543342046","-4.7101833494","-2.459416591","-0.408731553"," 0.015386652","-0.584335037","-0.0097757578"," 0.5135999657"," 0.07746267727"," 0.1969897428","-0.1144410601"," 0.4891404258"," 0.54578903123"," 0.0696889257","-0.316955155"," 0.3483445935"," 0.0750128174","-0.1731083401","-0.1535419563","-0.21580008103","-0.10526399507"," 0.20399060469","-1.0555634e-02","normal"
"-3.661329386"," 0.6402045249"," 1.6764508203"," 1.377769323","-1.931616504","-0.462546204","-0.905742741"," 0.4817236125"," 0.0321713318","-0.17523603271","-0.2341140390"," 0.1307654185"," 0.1075022705","-0.12561745552","-0.3161697079","-0.146341964","-0.1091038813"," 0.1208115924","-0.1520590299","-0.1604562006"," 0.08923196176","-0.02480110141"," 0.02947325200"," 9.2844493e-04","normal"
"-2.478210488","-4.9875030582","-3.7101062336","-0.676191703","-1.150007194","-1.445104607"," 1.534691910","-0.6775442218","-0.9034455319","-0.39755369856"," 0.1791802558"," 0.4205895284"," 0.6505755757"," 0.26952634134"," 0.2496938605"," 0.061758359","-0.0749712041","-0.5832873106","-0.1674578912"," 0.2602012398"," 0.11308117627","-0.21085499955","-0.06316849859","-4.8134702e-03","normal"
"-4.047752670","-1.1569028659"," 0.8868258941","-0.532238619","-1.515567370","-0.472214603","-0.090736576"," 0.9187668599"," 0.0796803543"," 0.03650226686"," 0.1599661777","-0.2681284281","-0.1185800454"," 0.25010422670"," 0.0106022652","-0.203384610"," 0.2526140743"," 0.0323282019"," 0.0833693692"," 0.0219178552"," 0.02032457237"," 0.10856094597"," 0.03885741837","-3.1405625e-04","normal"
"-2.592287593"," 1.9321009034","-0.0257701186"," 1.656785078","-0.112744158"," 0.381778039"," 0.058693834"," 0.1167285881","-0.0843726861","-0.46507183357"," 0.5741461821"," 0.3644127956","-0.5131275200"," 0.18410908875"," 0.3294459412"," 0.037851332","-0.0258368078"," 0.4096519483"," 0.0502692288"," 0.3151459183"," 0.18520943214"," 0.14431592643","-0.01471794648","-2.3787205e-03","normal"
"-2.455837072","-0.2272303019"," 0.0080383494"," 1.491062408","-0.383504159","-0.724670443"," 0.050905700"," 0.6048498684","-0.5849302491","-0.63893521082"," 0.1355499995"," 0.3118481735","-0.3485267675","-0.53452684810","-0.3561635029"," 0.468676789","-0.6025432683","-0.0307835946","-0.2585989259","-0.0835783101"," 0.03691548732","-0.07162685085","-0.02671604336","-1.5283154e-02","normal"
" 1.986840753"," 1.0619098538","-1.5835724556","-0.786861235","-0.875579919"," 0.416298836"," 0.689957891","-1.2270996425","-0.3394658968","-0.12692591411","-0.1956445069","-1.1433457728"," 0.8308847305"," 0.06787217304"," 0.1973085709","-0.468880637"," 0.0110698311"," 0.2816622772"," 0.0710173165","-0.1807989634"," 0.14033121548"," 0.46708777502"," 0.12530076720","-4.8446726e-03","cancer"
" 6.847484811","-0.0253955185","-0.5651076396","-1.103377611","-0.503187130","-1.348168193","-0.421964640"," 1.6270618042","-0.8431719620"," 0.49162321839"," 1.8576559879"," 0.9558790675"," 1.9366272536"," 0.10301190893"," 1.3379474445"," 0.683225019","-0.4697373166"," 0.1508267127"," 0.2366685247","-0.5498253234"," 0.17538067318"," 0.25651788557","-0.07211142491","-1.3438564e-02","cancer"
" 6.109932881"," 4.6732862748","-0.3702202696","-3.667756048","-3.929066638","-0.385167194"," 1.442660726","-2.3475217905"," 0.0737167171","-0.05697649939"," 1.8998031623","-0.8942951518","-1.3961596099","-0.72009505453"," 0.0374621232"," 0.133262993","-0.1336634931","-0.4102661970"," 0.3047639068","-0.7303705342"," 0.34531823095","-0.15300692118"," 0.06837609228"," 4.6178642e-03","cancer"
"-0.271126917","-1.0038058822"," 0.1156531653"," 0.341163998","-0.389856016"," 0.665995261"," 0.478738523","-0.5259871452","-0.2712763311"," 0.03670819958","-0.3633293055"," 0.0073810504"," 0.0901586898"," 0.20052549522","-0.9440567832","-0.285017309","-0.2197885098"," 0.5393480834","-0.3657276614","-0.1620438856"," 0.12122539380","-0.00873694717","-0.30304857741"," 4.2929545e-03","cancer"
" 0.778747294","-4.2799042679"," 2.5091037806","-0.520037287"," 2.801545789","-0.627004342"," 0.095344380","-2.8473576053","-0.2222083359","-2.77636779400"," 0.7953067444","-1.0056911808"," 0.1193671801","-0.23497497679"," 0.0947853824","-0.047073761"," 0.0272520489"," 0.5482690039","-0.3356740412","-0.0035707591"," 0.31350589936"," 0.12425840329","-0.03328976180","-3.0120050e-04","cancer"
" 1.090789559"," 1.7743244038","-1.0193568610","-0.447070034"," 0.506186572"," 0.030189927"," 0.358165393","-0.4838851881","-0.2186169693","-0.23171531579"," 0.1053596336"," 0.1374891765","-0.0571129298","-0.44474441531"," 1.1005106323","-0.171522004","-0.0209959922"," 0.0753739558","-0.0610233268"," 0.0844065686"," 0.02937124556"," 0.15314758016"," 0.05805996977"," 1.6853231e-02","cancer"
" 2.223101984"," 3.6882503599"," 0.5740920449","-2.360540109","-1.255429675","-0.726023127"," 0.201217113","-0.8120035962"," 0.5085178287","-0.14566338320"," 0.6046597634"," 1.0527826624"," 0.6466614756"," 0.90495777645","-0.5964361036","-0.734083994","-0.1236405444","-0.2912941964"," 0.0268626449"," 0.4135422162","-0.42095441628","-0.21396187853","-0.00078632886"," 2.2490091e-03","cancer"
" 4.287528331","-1.4346109650"," 1.1935594656","-0.763570475"," 0.799190545","-1.003628023"," 0.247804409"," 0.0072404702"," 1.6065782264"," 1.22003755195"," 1.0268856707"," 0.4470245660","-0.0700902494"," 0.20574047015"," 0.1327103387"," 0.307099584"," 0.1529784596"," 0.8232127880"," 0.2841822169"," 0.2445759828","-0.68630436370","-0.00804109410","-0.07503001654","-1.5587330e-02","cancer"
" 0.066684368"," 2.8046041741","-0.1043568922"," 0.471446255","-1.685835036","-0.393505643","-0.290720234","-0.8699791791","-0.1269335521","-0.00023953192","-0.1381587262"," 0.4139846131"," 0.4514919998"," 0.17108442376","-0.1138076669","-0.015787716"," 0.2228773843"," 0.1282937285","-0.1785193771","-0.0337861235","-0.02157846154","-0.07021546445","-0.12185077830"," 1.6921597e-04","cancer"
"-0.572324129","-1.6338104370"," 1.3969933051","-0.843416991"," 1.060641389"," 0.142971278","-0.754322544","-0.3488983866"," 1.0308098046"," 1.21279443089","-0.2033734500"," 0.4045942207","-0.3993466329","-0.55284304420"," 0.4448961382"," 0.559173033","-0.4222797772","-0.3678249363","-0.1339410413"," 0.1854600633"," 0.13044422832","-0.01238835249","-0.10148136072","-9.8319359e-03","cancer"
" 4.430812003"," 0.4006335674"," 1.5499342711"," 0.469150400"," 0.644834100","-3.339743415"," 0.901411878"," 0.0354625511"," 2.1392602282","-0.09681888629"," 0.2179528539"," 0.9641893876"," 0.4998707214","-0.79437385712","-0.1760357470","-0.335926097"," 0.0473681720","-0.0878617457"," 0.3043152329","-0.2197009598"," 0.24904960726"," 0.16513825292","-0.05442688032"," 1.8287048e-02","cancer"
" 1.242187257"," 1.2408535917"," 0.2324122515"," 0.114623809"," 2.436006790","-1.769656727","-0.799133962"," 0.2337822035"," 0.5286936835","-1.35064757482"," 0.6071882228","-0.1264511312"," 0.2989896748"," 0.14494553454"," 0.0944218356","-0.545601665"," 0.4426260230","-0.4968649084"," 0.0953683467","-0.0442461752","-0.09057548667","-0.07489686789"," 0.11085092532","-2.8654604e-03","cancer"
" 0.175872164"," 1.4682927825","-1.2375775557"," 0.454058943"," 0.847548949"," 0.440414042","-0.346126400"," 1.0946056168"," 0.0517964166"," 0.32886279849","-0.5766270086","-0.0782195511"," 0.0824510232","-0.05888175776","-0.3385455173"," 0.530087437"," 0.3941630691"," 0.0845184092","-0.3000499907","-0.2924351336"," 0.31013945209","-0.21055029294"," 0.11442129475","-2.1312570e-03","cancer"
" 7.479023690","-2.1904498687"," 0.0880668942"," 3.659827655"," 0.289764828","-0.465199632","-0.166140729"," 0.8377890033","-1.7327151955"," 2.34250923336"," 2.1704303777","-0.9734065501"," 0.4169779204","-1.23106096920","-0.2564608685","-1.671971813"," 0.8075491731","-0.0396744834","-0.4942897492"," 0.4226587978"," 0.01445894103","-0.25239895127","-0.45842488812"," 1.4586678e-03","cancer"
" 2.421438980","-1.1645762863"," 2.9362355858","-1.145663909"," 2.049931993","-1.126368517","-1.039069417","-1.2360034938"," 1.2335934770"," 0.51920065202","-0.0209073066","-0.1025874086"," 0.3175661291"," 0.70884378268","-0.7029431815"," 0.092846655"," 0.1324890735","-1.0061247093","-0.2808496987","-0.0917787473","-0.00399447596"," 0.22146322832","-0.01099251968"," 8.4858878e-04","cancer"
" 4.906519727"," 1.6264180119","-0.0571182499"," 1.157884035"," 0.409139799","-2.929144928"," 1.439723076"," 0.1071623647","-0.1083160301"," 0.25946159231","-1.3423995112","-0.1000474553","-1.3068545754","-0.10951374666","-0.0687013294","-0.639207176","-0.0453978116"," 0.0654280721"," 0.0754201244","-0.0429240196"," 0.15515957147","-0.33213913617"," 0.35575944422","-2.6714355e-02","cancer"
