"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","Class"
" 0.744766161","-0.9179234260"," 0.9681161078","-1.366194717"," 1.130953646"," 2.024096671"," 2.554684620","-0.8865184331","-0.4666974614","-0.47379205130","-1.2993071519"," 0.7800195177"," 0.4774252201","-0.14979127294","-0.2910110492"," 0.172462156"," 0.0647226655"," 0.2514680877"," 0.5478865863"," 0.0389485799"," 0.07693663657","-0.18371468659","-0.24264279272","-5.2817202e-03","cancer"
" 5.784746200","-1.6424762027"," 2.9887632816","-2.782671093"," 1.423541283"," 0.368456214"," 0.732392201"," 2.8167047882","-2.5023130326","-0.41232529081","-0.5449927186","-0.3104642870","-0.2629369451"," 0.21018206345","-0.0227189474","-0.105549924"," 0.0596514088","-0.6955485873","-0.0915870133"," 0.0433238864","-0.26969000571"," 0.19523416028"," 0.22710707485","-1.0493385e-02","cancer"
" 0.414557183"," 1.0658693394"," 0.0060087688","-0.833023064"," 1.094910057"," 1.137527742"," 0.188012627"," 0.2497885215","-0.3437113387"," 0.17594137901","-0.2823555203","-0.0376941905"," 0.2459582079"," 0.30032418630","-0.2771987689","-0.123761655"," 0.1679296462"," 0.0948462829"," 0.2173173946","-0.0835519485"," 0.00619385856","-0.19055186092","-0.11817695356","-4.8194951e-03","cancer"
" 7.510608254","-3.0197138670"," 0.5882165150"," 3.585212062"," 0.233580720","-0.052496049","-3.353618462","-2.1985559138","-2.2479462529","-0.15597122751","-0.4242760442"," 0.4118084286","-0.9429298475"," 1.86795913692"," 0.4594098955","-0.286867315","-0.5264916110","-0.3004011162"," 0.8539538552","-0.5567388227","-0.00040405312","-0.30283370267","-0.04962679740"," 4.0528820e-03","cancer"
" 3.511267464"," 0.4583990769","-1.3068174918"," 0.851075876","-0.075456611","-2.003822265"," 1.440427914","-0.7835045599"," 0.2202608323"," 0.75376267445","-1.5409202329"," 0.7595555952","-0.4098637977","-0.23892300571"," 0.0997215577"," 0.651122992"," 0.5001433839"," 0.2260536545"," 0.2470110599"," 0.2156650755","-0.09436169544"," 0.29764617189","-0.15699614627","-8.6643854e-04","cancer"
" 0.934496481"," 1.4396945809","-0.6148528750"," 0.157858054"," 1.182274870"," 1.066036117"," 0.403190230"," 0.7242759923","-0.6431422955","-0.04891865927"," 0.9992601304"," 0.0310867591","-0.2787171675"," 0.29650776230","-0.0731233254"," 0.373045184"," 0.0222616257"," 0.0254875686","-0.6598817859","-0.1228279344"," 0.64759004857","-0.15429981235","-0.06478962479"," 7.7108557e-03","cancer"
" 1.052977391"," 1.2314621984","-0.7934068017"," 0.468938618"," 1.088109592","-0.030642589","-0.755538660"," 0.0795789789","-0.5381076175","-1.16472454748","-0.1971166405"," 0.2248483750"," 0.3038529933","-0.77138524141","-0.3283965471"," 0.611019707"," 0.4043446071","-0.0166076858"," 0.2412423336","-0.2592123778","-0.18951336667"," 0.08827099592","-0.17434262473"," 6.2860564e-04","cancer"
" 3.507657847"," 1.1970829865","-0.3315365144"," 1.248210207"," 0.340278099"," 0.533905570","-1.051049699","-0.0331544227","-0.3846952952","-0.82657032656"," 0.2764400692","-0.0800614772","-0.0647828702","-1.18199043581","-0.5619221428"," 0.027710072"," 0.7868688910","-0.2738891083"," 0.2985290477"," 0.3200961791","-0.15287910688"," 0.29721155838"," 0.56390215298"," 5.4697975e-03","cancer"
" 0.470769859"," 0.2181860904","-0.2259534698","-0.339085405"," 0.581396539"," 0.366271290"," 0.015522238"," 0.3639675438","-0.4293341323"," 0.20936071201","-0.9891043448"," 0.0762163292"," 0.3619156243"," 0.34609844206"," 0.0861598315"," 0.100568664"," 0.3780249834"," 0.3273158441"," 0.0247314313","-0.2807229454"," 0.37216193380","-0.13476866212","-0.02319025687","-1.5484706e-02","cancer"
" 1.166081954"," 1.4900112008","-0.6328357724"," 0.057727960"," 0.962611071","-0.462512633","-0.239321054"," 0.0572250902","-0.1365820184","-0.13201624583"," 0.5507291342"," 0.5442393024","-0.3033783869","-0.14791615814"," 0.5778002577"," 0.659634787","-0.3305522010","-0.1942803898","-0.0939355515"," 0.7620160386","-0.17935469444","-0.20920672367"," 0.14673211446","-1.6220830e-03","cancer"
" 1.901058485","-0.3679510416"," 0.3074107792"," 0.726745726"," 0.454732893"," 1.736541304"," 0.647906576","-0.4819842892","-1.3674815716"," 0.15212965087","-0.8753453968","-0.4243182291"," 0.2476963952","-1.00665972000"," 0.0422601170"," 0.069431579"," 0.4077413115","-0.1319813073"," 0.3893253939","-0.1491095069","-0.18687799623","-0.19447921598"," 0.12448656381"," 2.9966912e-02","cancer"
" 4.690684474","-0.1479745083","-0.3252307932"," 1.685170053","-0.398972383","-0.424039463","-0.069700283"," 0.0326876460","-0.2412920931"," 0.10491675503","-1.3177768489"," 1.2225126207"," 0.5654584795","-0.27858309788","-0.2804290198"," 0.153806177"," 0.5731055823","-0.0870469522"," 0.1231922244"," 0.4052272936"," 0.42240483238"," 0.07565754391"," 0.27177687651"," 1.9329967e-02","cancer"
" 0.518410410"," 2.1220351908","-1.2956056849","-0.603189567","-0.739667935"," 1.063644603"," 0.029750242","-0.7530089401"," 0.3064880506"," 0.21823956674","-0.6911001160"," 0.5138648338"," 0.4839336848","-0.13994517401"," 0.1700411629","-0.302427779"," 0.0602344955"," 0.1538447059"," 0.0232743723"," 0.0202918056","-0.04059420562","-0.08373863891"," 0.06221342650"," 2.9189299e-03","cancer"
" 2.734378382","-1.3643932289"," 0.8047747052"," 0.608615512"," 1.222639197"," 0.594738115"," 0.906135448"," 0.7576729327"," 0.0751458493"," 0.44406669656","-0.5494893372","-0.4546598669","-0.8716913825"," 0.11316883620"," 0.2765077582","-0.106340640","-0.7507092522"," 1.0649055567"," 0.1524689088"," 0.1580554475","-0.25173344465"," 0.00318123353"," 0.00992235936"," 2.8939747e-03","cancer"
" 4.726423139"," 0.4444198457","-0.8558892899","-4.152176452","-1.510088339"," 0.590726546","-0.874624306"," 1.4755731751","-0.9814078492"," 0.08718807978","-1.1695303207"," 0.6743628835","-0.8136115375","-0.42916519944","-0.2599929595","-0.770064207","-0.0273939752"," 0.4884388776","-0.0662822031","-0.0536503289"," 0.06539014974"," 0.20331605963","-0.27196971103","-1.2486222e-02","cancer"
" 1.506903504"," 0.2554950195","-0.1318748213","-0.091143012"," 0.443376116"," 0.220106105","-1.848624696","-0.3988462150"," 1.0336218412","-0.43419373183"," 0.1547764342","-0.1668262599","-0.1653268934","-0.17020056916"," 0.5597335000"," 0.528156954","-0.0522628072"," 0.4296645604","-0.5901030927"," 0.0078946170","-0.22416894817","-0.09222372954","-0.02987310316","-2.8257100e-03","cancer"
" 1.414298253"," 1.5037948551"," 0.3046120551"," 1.172279924"," 1.359460044","-0.282140069"," 0.586521362"," 1.2301202861"," 0.3880814914"," 0.46968855364","-0.6642477538","-1.0335645797","-0.0792716671"," 0.27073453603","-0.5405530391"," 0.190643906","-0.6309740018","-0.2908875529"," 0.0288398935"," 0.3964667032"," 0.49567872116"," 0.12920134152"," 0.08360180354","-1.1550960e-02","cancer"
" 3.096599725","-0.5743567925","-0.0100819472","-0.498915382","-1.046823049"," 2.065498609","-0.715254788"," 1.7935299757"," 0.8748329947","-0.53001823303"," 0.1553145045","-0.0229284177"," 1.3483714018","-0.48285672426","-0.2914557332","-0.642188758","-1.2749406871"," 0.0516261089","-0.4475625478","-0.2315562758","-0.22768561973","-0.13979042725"," 0.42941591521"," 6.8552547e-03","cancer"
" 5.534859077"," 1.6750755043"," 1.2535645721","-1.539606114","-0.253646651","-0.474601607","-0.199420548"," 2.0188122506","-0.4514065124"," 0.75655995939"," 0.3134241967","-1.2318770775","-0.3290078093"," 1.01701145494","-0.7159091537"," 1.174008623"," 0.0716854253","-0.2975427213"," 0.1919158797","-0.0564690050","-0.35386375815","-0.05398864190","-0.03375451082"," 2.7862231e-02","cancer"
" 3.852134810","-0.3925148139","-0.2492271210","-0.834670296","-0.143325509"," 0.956617789","-1.021734041","-0.3484644982","-0.3448595088"," 0.93091385558"," 0.5157245383","-0.2537718875"," 0.2780055299"," 1.17509443393","-0.8171131425","-0.281154801","-0.0193227643"," 0.8436216993"," 0.0665533261"," 0.4538844406"," 0.54926404356"," 0.04089903532"," 0.41120317749","-1.6760746e-03","cancer"
" 3.251355367"," 0.3806180014","-1.6411411114"," 0.833714333","-0.455588622"," 0.261261115","-0.121811009","-0.5310333124","-0.6219717708","-0.04869845012","-1.2676152420","-1.5397023447"," 1.2784100512","-0.60102539040"," 0.1897155776","-0.044171367","-1.3361380091","-0.5138997177"," 0.8242152120"," 0.4363238105","-0.07503809322"," 0.07212915293","-0.33922993838","-2.8823029e-03","cancer"
" 5.461122067"," 0.2204247987"," 0.6560708128"," 0.165838078"," 0.282204120","-1.668219926"," 0.411717208"," 1.3503060076"," 0.4190244960","-0.38133554760","-1.1784548239"," 0.1083402219","-0.0358632260","-0.44611230038"," 1.3808761189","-0.372609359","-0.4676394747"," 0.4479748572","-0.1943257158","-0.2228126398"," 0.22494204604","-0.19649532842"," 0.11325177607"," 1.5171968e-02","cancer"
"-3.152140166"," 3.4029070370","-0.2927497309"," 1.996120674"," 0.262541477"," 0.551492529","-0.594373422"," 0.5745078594","-0.3181309085","-0.43105878000"," 0.4379597422"," 0.3244884486","-0.0622927135"," 0.18874038317"," 0.1712456698"," 0.066912344","-0.0633056054","-0.1652697892"," 0.1932501407"," 0.1224298341","-0.11986573285"," 0.00658158951","-0.04239778106"," 1.4452679e-03","cancer"
"-1.061846237"," 1.0446023542","-1.0166819942","-1.044301845"," 1.178114973"," 0.380973949","-1.541784303"," 0.1226963804"," 0.4111307244"," 0.22913044798"," 0.4447633734","-0.2775934011","-0.1875447855","-0.16632806226"," 1.0722418694","-0.028210861"," 0.0510759960","-0.0868014605","-0.0486456599"," 0.1650404935","-0.13743486014","-0.10435865520"," 0.04385196335"," 1.3693091e-04","cancer"
" 3.141541052"," 3.0723714787","-1.1384323803"," 2.025997951","-1.330660114","-1.087792514"," 2.165194259","-1.6327186529"," 0.7382672416"," 0.74211270081","-0.9351627024","-2.0690773817"," 0.7169456700"," 0.59387846540","-0.0278486051"," 0.679641345","-0.0235883350"," 0.1792247153","-0.6808680550","-0.1123847714","-0.37487445744"," 0.04259917083"," 0.02823298076","-1.4403205e-03","cancer"
"-0.129300334"," 1.6426122979","-1.1459276484","-0.429051815"," 1.286904261"," 0.107927118","-1.043513498","-0.0278847695"," 0.0881533241","-0.24795766955"," 0.2950951326","-0.1109451653","-0.1262324885","-0.55738521963","-0.2538306283"," 0.341505285"," 0.0949799042","-0.0138085127"," 0.0103221381","-0.2708915229"," 0.00767618123","-0.11664601240","-0.13394213370","-1.4013053e-02","cancer"
" 1.455273874","-1.2921836928"," 1.7817961209","-0.653915310"," 2.238403097","-0.463629399","-0.082473268","-0.3080797759"," 0.3643058971","-0.51061527419","-0.1881970514","-0.8568576115"," 0.3567503638"," 0.26608161876","-0.0248363606","-0.138372634"," 0.5253406406"," 0.2800289324","-0.2123480814","-0.3906478083","-0.16409191329","-0.13502502302","-0.06810410710","-4.9104724e-03","cancer"
"-2.948351064"," 0.7873362697"," 1.6052734674"," 0.505051949","-0.792681496"," 0.328152882","-0.099735336","-0.4475597585","-0.1995195606"," 0.29445338060"," 0.4756532925"," 0.0153558320"," 0.4667702771"," 0.06541351283"," 0.1749643543","-0.054774049"," 0.6980251885","-0.1361282125"," 0.2813965999"," 0.0357456749","-0.03164212801"," 0.00934742424"," 0.05612027483","-9.3507109e-03","cancer"
"-0.316456098"," 1.0179103208"," 1.0044516190","-1.060458040","-1.561817501"," 0.366877655"," 0.491386968"," 0.2065708109","-0.2118514330","-0.25686136561"," 0.2167653046"," 0.0349737142"," 0.0386187356"," 0.70428692536"," 0.3118483844"," 0.190296848"," 0.6766368342"," 0.3819111399","-0.1470461714"," 0.2537374902"," 0.14363496802"," 0.14912095642","-0.21213306425","-4.7914492e-03","cancer"
" 4.352283985"," 0.0050507466"," 1.1597663257","-1.527610373","-0.354605062"," 0.443422891","-1.518575027","-0.6424701005"," 0.6448808353","-2.77171867862","-0.8966450400","-0.3178748449"," 0.1451122736","-0.77695759699","-0.2584939358"," 0.016874154"," 0.1721200202"," 0.1178214402","-0.2145873758"," 0.4193408523","-0.15487104944","-0.17482312348","-0.17912960282","-9.0807638e-03","cancer"
"10.635233138","-5.3295834143","-0.6449341208"," 3.870526999","-3.385909190"," 3.159225684"," 1.049465336"," 1.7286199692"," 4.0422901304","-1.22707094632"," 0.6274267304"," 0.1184519795","-0.7903125281"," 0.40342463219"," 0.1468349553"," 0.243555511"," 0.4654290270","-0.4732450508"," 0.2967564112","-0.0690917479"," 0.04796922096","-0.00033610973","-0.11779414321","-7.1874359e-03","cancer"
"-0.970338147","-0.0153531195","-0.5242566048","-1.333339610"," 1.055402431"," 0.192401161"," 0.346785932","-0.2389899538"," 0.1656524942","-0.03220930122"," 0.0534533399","-0.2299514772","-0.2363224598"," 0.65481694491"," 0.8741110420"," 0.185199041"," 0.1707429692","-0.8765019408","-0.3731101005"," 0.3534205607"," 0.14935216139","-0.15434993938","-0.13418016114"," 4.4802206e-03","cancer"
" 6.435372693","-1.9605245980","-0.5038747695"," 0.410647901","-1.316036006"," 1.146744481"," 0.247543319","-2.0066779583","-2.1913440393"," 0.47792804478","-0.2053254205"," 1.3296460612","-1.0657485140","-0.34316620310","-0.1673572505"," 0.328581784","-0.1628391930","-0.5874962551","-1.1059403809","-0.0175334954","-0.38791200438"," 0.56176080045"," 0.10140969462","-1.0761451e-02","cancer"
" 3.805032479"," 1.8396570498"," 0.1252105271","-2.630463486"," 0.214391336","-0.015954962"," 0.425154114"," 0.1126891879","-0.2005743589","-0.74711134114"," 0.8253166353"," 0.6904801953","-0.1777517049"," 0.37800622404","-0.7966648416"," 0.478463635","-0.2576587031"," 0.2128504218","-0.0707588423"," 0.5052688033"," 0.15873774237","-0.45430145849","-0.20610030828"," 1.2157625e-02","cancer"
